filename,true_class,predicted_class,confidence,correct
Water Lettuce (Pistia stratiotes)\augmented_image_143.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7883434,False
Water Lettuce (Pistia stratiotes)\augmented_image_144.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79131323,False
Water Lettuce (Pistia stratiotes)\augmented_image_145.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78975844,False
Water Lettuce (Pistia stratiotes)\augmented_image_146.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.786477,False
Water Lettuce (Pistia stratiotes)\augmented_image_147.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7837065,False
Water Lettuce (Pistia stratiotes)\augmented_image_148.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78812706,False
Water Lettuce (Pistia stratiotes)\augmented_image_149.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78812355,False
Water Lettuce (Pistia stratiotes)\augmented_image_15.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78177744,False
Water Lettuce (Pistia stratiotes)\augmented_image_150.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7872911,False
Water Lettuce (Pistia stratiotes)\augmented_image_151.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7841262,False
Water Lettuce (Pistia stratiotes)\augmented_image_152.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.8062436,False
Water Lettuce (Pistia stratiotes)\augmented_image_153.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.8062436,False
Water Lettuce (Pistia stratiotes)\augmented_image_154.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.8062436,False
Water Lettuce (Pistia stratiotes)\augmented_image_155.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7884133,False
Water Lettuce (Pistia stratiotes)\augmented_image_156.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7852341,False
Water Lettuce (Pistia stratiotes)\augmented_image_157.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.788341,False
Water Lettuce (Pistia stratiotes)\augmented_image_158.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7883511,False
Water Lettuce (Pistia stratiotes)\augmented_image_159.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7831077,False
Water Lettuce (Pistia stratiotes)\augmented_image_16.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78389364,False
Water Lettuce (Pistia stratiotes)\augmented_image_160.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78527355,False
Water Lettuce (Pistia stratiotes)\augmented_image_161.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78901863,False
Water Lettuce (Pistia stratiotes)\augmented_image_162.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7867654,False
Water Lettuce (Pistia stratiotes)\augmented_image_163.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7867654,False
Water Lettuce (Pistia stratiotes)\augmented_image_164.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78865397,False
Water Lettuce (Pistia stratiotes)\augmented_image_165.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78685534,False
Water Lettuce (Pistia stratiotes)\augmented_image_166.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7871849,False
Water Lettuce (Pistia stratiotes)\augmented_image_167.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.788204,False
Water Lettuce (Pistia stratiotes)\augmented_image_168.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79006743,False
Water Lettuce (Pistia stratiotes)\augmented_image_169.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78783226,False
Water Lettuce (Pistia stratiotes)\augmented_image_17.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7901209,False
Water Lettuce (Pistia stratiotes)\augmented_image_170.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7878886,False
Water Lettuce (Pistia stratiotes)\augmented_image_171.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79423434,False
Water Lettuce (Pistia stratiotes)\augmented_image_172.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7965106,False
Water Lettuce (Pistia stratiotes)\augmented_image_173.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79423434,False
Water Lettuce (Pistia stratiotes)\augmented_image_174.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79423434,False
Water Lettuce (Pistia stratiotes)\augmented_image_175.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7918854,False
Water Lettuce (Pistia stratiotes)\augmented_image_176.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79175466,False
Water Lettuce (Pistia stratiotes)\augmented_image_177.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78914267,False
Water Lettuce (Pistia stratiotes)\augmented_image_178.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78914267,False
Water Lettuce (Pistia stratiotes)\augmented_image_179.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79188544,False
Water Lettuce (Pistia stratiotes)\augmented_image_18.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78644,False
Water Lettuce (Pistia stratiotes)\augmented_image_180.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7858705,False
Water Lettuce (Pistia stratiotes)\augmented_image_181.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7834823,False
Water Lettuce (Pistia stratiotes)\augmented_image_182.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7834823,False
Water Lettuce (Pistia stratiotes)\augmented_image_183.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7933659,False
Water Lettuce (Pistia stratiotes)\augmented_image_184.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79317033,False
Water Lettuce (Pistia stratiotes)\augmented_image_185.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7912892,False
Water Lettuce (Pistia stratiotes)\augmented_image_186.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79279226,False
Water Lettuce (Pistia stratiotes)\augmented_image_187.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78332716,False
Water Lettuce (Pistia stratiotes)\augmented_image_188.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.787296,False
Water Lettuce (Pistia stratiotes)\augmented_image_189.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79503703,False
Water Lettuce (Pistia stratiotes)\augmented_image_19.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7882421,False
Water Lettuce (Pistia stratiotes)\augmented_image_190.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79311204,False
Water Lettuce (Pistia stratiotes)\augmented_image_191.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79311204,False
Water Lettuce (Pistia stratiotes)\augmented_image_192.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7861618,False
Water Lettuce (Pistia stratiotes)\augmented_image_193.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78893495,False
Water Lettuce (Pistia stratiotes)\augmented_image_194.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78397775,False
Water Lettuce (Pistia stratiotes)\augmented_image_195.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78892285,False
Water Lettuce (Pistia stratiotes)\augmented_image_196.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78671104,False
Water Lettuce (Pistia stratiotes)\augmented_image_197.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78627676,False
Water Lettuce (Pistia stratiotes)\augmented_image_198.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78627676,False
Water Lettuce (Pistia stratiotes)\augmented_image_199.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78827375,False
Water Lettuce (Pistia stratiotes)\augmented_image_2.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79428136,False
Water Lettuce (Pistia stratiotes)\augmented_image_20.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7857098,False
Water Lettuce (Pistia stratiotes)\augmented_image_200.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79107267,False
Water Lettuce (Pistia stratiotes)\augmented_image_201.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7896698,False
Water Lettuce (Pistia stratiotes)\augmented_image_202.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7907897,False
Water Lettuce (Pistia stratiotes)\augmented_image_203.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79033816,False
Water Lettuce (Pistia stratiotes)\augmented_image_204.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79030824,False
Water Lettuce (Pistia stratiotes)\augmented_image_205.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78730786,False
Water Lettuce (Pistia stratiotes)\augmented_image_206.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7852099,False
Water Lettuce (Pistia stratiotes)\augmented_image_207.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7852099,False
Water Lettuce (Pistia stratiotes)\augmented_image_208.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7928674,False
Water Lettuce (Pistia stratiotes)\augmented_image_209.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7930044,False
Water Lettuce (Pistia stratiotes)\augmented_image_21.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78898585,False
Water Lettuce (Pistia stratiotes)\augmented_image_210.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.793027,False
Water Lettuce (Pistia stratiotes)\augmented_image_211.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7913209,False
Water Lettuce (Pistia stratiotes)\augmented_image_212.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78421086,False
Water Lettuce (Pistia stratiotes)\augmented_image_213.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78787726,False
Water Lettuce (Pistia stratiotes)\augmented_image_214.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79058164,False
Water Lettuce (Pistia stratiotes)\augmented_image_215.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78421086,False
Water Lettuce (Pistia stratiotes)\augmented_image_216.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78546774,False
Water Lettuce (Pistia stratiotes)\augmented_image_217.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7876454,False
Water Lettuce (Pistia stratiotes)\augmented_image_218.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78546774,False
Water Lettuce (Pistia stratiotes)\augmented_image_219.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78664845,False
Water Lettuce (Pistia stratiotes)\augmented_image_22.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7861344,False
Water Lettuce (Pistia stratiotes)\augmented_image_220.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78721553,False
Water Lettuce (Pistia stratiotes)\augmented_image_221.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78817797,False
Water Lettuce (Pistia stratiotes)\augmented_image_222.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7844937,False
Water Lettuce (Pistia stratiotes)\augmented_image_223.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79113823,False
Water Lettuce (Pistia stratiotes)\augmented_image_224.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78986144,False
Water Lettuce (Pistia stratiotes)\augmented_image_225.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78529114,False
Water Lettuce (Pistia stratiotes)\augmented_image_226.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7898674,False
Water Lettuce (Pistia stratiotes)\augmented_image_227.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79262674,False
Water Lettuce (Pistia stratiotes)\augmented_image_228.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7911095,False
Water Lettuce (Pistia stratiotes)\augmented_image_229.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79004896,False
Water Lettuce (Pistia stratiotes)\augmented_image_23.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7870123,False
Water Lettuce (Pistia stratiotes)\augmented_image_230.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79004896,False
Water Lettuce (Pistia stratiotes)\augmented_image_231.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7885681,False
Water Lettuce (Pistia stratiotes)\augmented_image_232.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78716934,False
Water Lettuce (Pistia stratiotes)\augmented_image_233.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7870593,False
Water Lettuce (Pistia stratiotes)\augmented_image_234.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7896803,False
Water Lettuce (Pistia stratiotes)\augmented_image_235.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78976595,False
Water Lettuce (Pistia stratiotes)\augmented_image_236.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78969693,False
Water Lettuce (Pistia stratiotes)\augmented_image_237.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.789345,False
Water Lettuce (Pistia stratiotes)\augmented_image_238.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.80100733,False
Water Lettuce (Pistia stratiotes)\augmented_image_239.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.80100733,False
Water Lettuce (Pistia stratiotes)\augmented_image_24.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78376704,False
Water Lettuce (Pistia stratiotes)\augmented_image_240.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.8052815,False
Water Lettuce (Pistia stratiotes)\augmented_image_241.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79175216,False
Water Lettuce (Pistia stratiotes)\augmented_image_242.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79951644,False
Water Lettuce (Pistia stratiotes)\augmented_image_243.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79613274,False
Water Lettuce (Pistia stratiotes)\augmented_image_244.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79597723,False
Water Lettuce (Pistia stratiotes)\augmented_image_245.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7864393,False
Water Lettuce (Pistia stratiotes)\augmented_image_246.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7872948,False
Water Lettuce (Pistia stratiotes)\augmented_image_247.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7834267,False
Water Lettuce (Pistia stratiotes)\augmented_image_248.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7952583,False
Water Lettuce (Pistia stratiotes)\augmented_image_249.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.79945165,False
Water Lettuce (Pistia stratiotes)\augmented_image_25.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.790434,False
Water Lettuce (Pistia stratiotes)\augmented_image_250.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7961028,False
Water Lettuce (Pistia stratiotes)\augmented_image_251.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7999736,False
Water Lettuce (Pistia stratiotes)\augmented_image_252.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7873336,False
Water Lettuce (Pistia stratiotes)\augmented_image_253.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.7903598,False
Water Lettuce (Pistia stratiotes)\augmented_image_254.jpg,Water Lettuce (Pistia stratiotes),Common Duckweeds (Lemna minor),0.78948766,False
